11/30a-_9	1841.0	1414.4	491059.737	6439263.217	2603.223982
11/30a-_9	1864.7	1431.2	491059.737	6439263.217	2605.785355
11/30a-_9	1888.6	1448.6	491059.737	6439263.217	2607.483087
11/30a-_9	1912.5	1465	491059.737	6439263.217	2610.921502
11/30a-_10	1162.8	972	497004.864	6442741.872	2392.592593
11/30a-_10	1362.8	1092	497004.864	6442741.872	2495.970696
11/30a-_10	1562.8	1222	497004.864	6442741.872	2557.774141
11/30a-_10	1762.7	1358	497004.864	6442741.872	2596.023564
11/30a-_10	1829.7	1398	497004.864	6442741.872	2617.596567
11/30a-_10	1962.7	1466	497004.864	6442741.872	2677.626194
11/30a-_10	2030.7	1500	497004.864	6442741.872	2707.6
11/30a-_10	2056.7	1510	497004.864	6442741.872	2724.10596
11/30a-_10	2157.6	1568	497004.864	6442741.872	2752.040816
11/30a-_10	2162.6	1570	497004.864	6442741.872	2754.904459
11/30a-_10	2262.6	1620	497004.864	6442741.872	2793.333333
11/30a-_10	2362.5	1672	497004.864	6442741.872	2825.956938
11/30a-_10	2462.4	1714	497004.864	6442741.872	2873.27888
11/30a-_10	2530.4	1744	497004.864	6442741.872	2901.834862
11/30a-_10	2562.4	1760	497004.864	6442741.872	2911.818182
11/30a-_10	2662.2	1806	497004.864	6442741.872	2948.172757
11/30a-_10	2861.8	1896	497004.864	6442741.872	3018.776371
11/30a-_10	2961.5	1940	497004.864	6442741.872	3053.092784
11/30a-_10	3051.3	1980	497004.864	6442741.872	3082.121212
11/30a-_10	3061.3	1984	497004.864	6442741.872	3085.987903
11/30a-_10	3110.1	2006	497004.864	6442741.872	3100.797607
11/30a-_10	3163.0	2028	497004.864	6442741.872	3119.329389
11/30a-_10	3308.6	2086	497004.864	6442741.872	3172.19559
11/30a-_10	3360.5	2102	497004.864	6442741.872	3197.431018
11/30a-_10	3460.4	2136	497004.864	6442741.872	3240.074906
